日期,股票代码,股票名称,最新价,今开,最高,最低,昨收,涨跌额,涨跌幅,成交量,成交额,总市值,港市值,市净率,换手率,52周最高,52周最低,数据源
2026-04-28,01810,小米集团-W,29.92,31.1,31.2,29.9,31.1,-1.18,-3.79,211802864.0,6412431104.0,775531930831.68,641847642891.8401,2.63,0.99,61.45,29.9,Eastmoney-QuotePage
