股票代码,股票名称,回购数量(股),最高回购价,最低回购价,回购平均价,回购总额(港元),日期
700,腾讯控股,934000.0,594.0,586.0,589.786,550860000.0,2025-08-20
700,腾讯控股,932000.0,596.5,583.0,590.567,550408700.0,2025-08-19
700,腾讯控股,931000.0,595.5,587.0,591.235,550440000.0,2025-08-18
700,腾讯控股,1008000.0,498.0,494.4,496.378,500348700.0,2025-07-10
700,腾讯控股,1005000.0,504.0,495.2,497.832,500321300.0,2025-07-09
700,腾讯控股,995000.0,505.0,500.0,502.827,500312600.0,2025-07-08
700,腾讯控股,1002000.0,502.0,494.4,499.59,500589400.0,2025-07-07
700,腾讯控股,1007000.0,501.0,493.0,496.792,500269200.0,2025-07-04
700,腾讯控股,1004000.0,503.0,495.0,498.663,500657600.0,2025-07-03
700,腾讯控股,996000.0,508.0,500.5,502.433,500423100.0,2025-07-02
700,腾讯控股,989000.0,510.0,503.0,505.923,500357900.0,2025-06-30
700,腾讯控股,978000.0,513.5,510.0,511.497,500244000.0,2025-06-27
700,腾讯控股,979000.0,513.0,508.0,510.933,500203500.0,2025-06-26
700,腾讯控股,979000.0,514.5,508.5,511.088,500355500.0,2025-06-25
700,腾讯控股,985000.0,510.0,505.5,508.245,500620900.0,2025-06-24
700,腾讯控股,1001000.0,504.0,495.2,500.094,500593900.0,2025-06-23
700,腾讯控股,997000.0,504.5,496.2,502.001,500495000.0,2025-06-20
700,腾讯控股,1002000.0,506.0,496.2,499.423,500421400.0,2025-06-19
700,腾讯控股,990000.0,510.0,503.5,505.769,500711300.0,2025-06-18
700,腾讯控股,980000.0,514.0,507.0,510.678,500464800.00000006,2025-06-17
700,腾讯控股,985000.0,511.0,505.0,507.76,500143900.0,2025-06-16
700,腾讯控股,982000.0,515.0,506.5,509.555,500382800.0,2025-06-13
700,腾讯控股,975000.0,518.0,508.0,513.147,500318500.0,2025-06-12
700,腾讯控股,969000.0,518.0,514.5,516.533,500520300.0,2025-06-11
700,腾讯控股,973000.0,520.0,509.0,514.34,500453000.0,2025-06-10
700,腾讯控股,968000.0,520.5,513.0,517.122,500574300.0,2025-06-09
700,腾讯控股,975000.0,516.5,511.5,513.692,500849300.0,2025-06-06
700,腾讯控股,975000.0,517.5,509.5,513.498,500660600.0,2025-06-05
700,腾讯控股,980000.0,513.0,507.5,510.557,500345800.0,2025-06-04
700,腾讯控股,994000.0,505.0,501.0,503.488,500467400.0,2025-06-03
700,腾讯控股,1013000.0,498.4,490.0,494.113,500536700.0,2025-06-02
700,腾讯控股,1003000.0,504.5,496.2,499.125,500622100.0,2025-05-30
700,腾讯控股,985000.0,511.5,504.0,507.837,500219700.0,2025-05-29
700,腾讯控股,985000.0,515.0,503.0,508.073,500451800.0,2025-05-28
700,腾讯控股,979000.0,514.0,507.0,511.03,500298300.0,2025-05-27
700,腾讯控股,979000.0,516.0,508.5,511.152,500417700.0,2025-05-26
700,腾讯控股,970000.0,520.0,512.5,516.034,500553100.0,2025-05-23
700,腾讯控股,970000.0,520.0,513.0,516.101,500618500.0,2025-05-22
700,腾讯控股,963000.0,524.0,516.0,519.615,500389100.00000006,2025-05-21
700,腾讯控股,971000.0,517.0,512.5,515.164,500224600.0,2025-05-20
700,腾讯控股,979000.0,516.5,503.0,511.157,500422500.0,2025-05-19
700,腾讯控股,1333000.0,461.4,443.2,450.646,600711100.0,2025-04-10
700,腾讯控股,1385000.0,446.8,419.6,433.732,600719400.0,2025-04-09
700,腾讯控股,1364000.0,449.6,430.2,440.341,600625500.0,2025-04-08
700,腾讯控股,1350000.0,461.8,431.2,445.09,600871600.0,2025-04-07
700,腾讯控股,1011000.0,498.8,492.0,495.29,500738100.0,2025-04-03
700,腾讯控股,996000.0,508.0,499.4,502.865,500853500.0,2025-04-02
700,腾讯控股,991000.0,510.5,501.0,505.451,500901600.00000006,2025-04-01
700,腾讯控股,1002000.0,506.5,495.0,499.537,500535900.0,2025-03-31
700,腾讯控股,982000.0,515.5,503.5,509.79,500613400.0,2025-03-28
700,腾讯控股,981000.0,515.5,502.5,510.29,500594100.00000006,2025-03-27
700,腾讯控股,990000.0,509.5,502.0,505.876,500817100.0,2025-03-26
700,腾讯控股,989000.0,515.0,501.5,506.104,500537200.0,2025-03-25
700,腾讯控股,980000.0,517.5,505.0,510.744,500529500.0,2025-03-24
700,腾讯控股,3930000.0,386.4,376.8,381.693,1500053100.0,2025-01-16
700,腾讯控股,3960000.0,385.2,373.2,379.65,1503415200.0,2025-01-15
700,腾讯控股,4010000.0,379.4,365.6,374.339,1501100600.0,2025-01-14
700,腾讯控股,4080000.0,371.2,364.8,368.49,1503437200.0,2025-01-13
700,腾讯控股,4010000.0,379.2,370.2,374.276,1500848000.0,2025-01-10
700,腾讯控股,4010000.0,379.2,365.0,374.217,1500609400.0,2025-01-09
700,腾讯控股,4050000.0,379.2,366.0,371.159,1503195200.0,2025-01-08
700,腾讯控股,3930000.0,392.4,376.8,381.924,1500959700.0,2025-01-07
700,腾讯控股,1710000.0,415.0,407.4,409.961,701033800.0,2025-01-06
700,腾讯控股,1690000.0,418.6,411.2,414.749,700925100.0,2025-01-03
700,腾讯控股,1680000.0,424.6,413.8,417.532,701454299.9999999,2025-01-02
700,腾讯控股,1370000.0,421.4,416.0,419.004,574035500.0,2024-12-31
700,腾讯控股,1680000.0,421.4,416.0,418.45,702996300.0,2024-12-30
700,腾讯控股,1680000.0,420.6,415.6,417.689,701717500.0,2024-12-27
700,腾讯控股,1200000.0,421.4,417.8,419.5,503400500.0,2024-12-24
700,腾讯控股,1670000.0,430.6,416.4,421.432,703792100.0000001,2024-12-23
700,腾讯控股,1650000.0,428.2,414.2,426.261,703330700.0000001,2024-12-20
700,腾讯控股,1720000.0,421.8,401.4,408.69,702946300.0,2024-12-19
700,腾讯控股,1730000.0,406.0,405.2,406.129,702603300.0,2024-12-18
700,腾讯控股,1740000.0,407.0,401.8,404.008,702974100.0,2024-12-17
700,腾讯控股,1720000.0,410.8,403.8,407.133,700268800.0,2024-12-16
700,腾讯控股,1710000.0,414.6,408.6,411.39,703476900.0,2024-12-13
700,腾讯控股,1690000.0,422.4,409.8,416.457,703812300.0,2024-12-12
700,腾讯控股,1710000.0,414.8,407.2,410.497,701950399.9999999,2024-12-11
700,腾讯控股,1680000.0,429.2,411.0,418.39,702895700.0000001,2024-12-10
700,腾讯控股,1710000.0,418.8,406.2,409.986,701076400.0,2024-12-09
700,腾讯控股,1700000.0,414.4,405.4,410.676,698149900.0,2024-12-06
700,腾讯控股,1740000.0,406.6,401.0,404.829,704401799.9999999,2024-12-05
700,腾讯控股,1740000.0,405.4,399.8,402.69,700680300.0,2024-12-04
700,腾讯控股,1760000.0,404.2,395.0,399.563,703230200.0,2024-12-03
700,腾讯控股,1760000.0,401.2,395.6,398.41,701201100.0,2024-12-02
700,腾讯控股,1760000.0,402.4,395.0,397.818,700159000.0,2024-11-29
700,腾讯控股,1750000.0,403.8,397.6,400.284,700496100.0,2024-11-28
700,腾讯控股,1770000.0,405.8,392.2,397.645,703832400.0,2024-11-27
700,腾讯控股,1780000.0,399.0,392.2,394.907,702934100.0,2024-11-26
700,腾讯控股,1770000.0,402.0,394.0,396.676,702117400.0,2024-11-25
700,腾讯控股,1730000.0,412.2,399.8,405.669,701807000.0,2024-11-22
700,腾讯控股,1720000.0,411.2,407.4,409.364,704106300.0,2024-11-21
700,腾讯控股,1710000.0,413.4,406.6,409.996,701093300.0,2024-11-20
700,腾讯控股,1730000.0,409.0,403.4,406.259,702828400.0,2024-11-19
700,腾讯控股,1730000.0,412.8,401.8,406.297,702893300.0,2024-11-18
700,腾讯控股,1750000.0,406.8,399.2,402.247,703932300.0,2024-11-15
700,腾讯控股,1600000.0,450.4,424.0,439.226,702762200.0,2024-10-09
700,腾讯控股,1560000.0,474.8,438.6,450.382,702595100.0,2024-10-08
700,腾讯控股,1050000.0,482.2,470.0,477.847,501738900.0,2024-10-07
700,腾讯控股,291900.0,472.2,462.4,468.591,136781700.0,2024-10-04
700,腾讯控股,549200.0,459.4,453.4,457.084,251030500.0,2024-10-03
700,腾讯控股,367400.0,414.2,407.0,410.874,150955000.0,2024-09-26
700,腾讯控股,1730000.0,408.8,401.4,405.279,701132300.0,2024-09-25
700,腾讯控股,2530000.0,402.2,389.6,396.153,1002266600.0,2024-09-24
700,腾讯控股,2580000.0,391.8,385.4,387.602,1000012400.0,2024-09-23
700,腾讯控股,2580000.0,393.0,383.8,388.728,1002918000.0,2024-09-20
700,腾讯控股,2600000.0,389.6,376.6,385.437,1002136500.0,2024-09-19
700,腾讯控股,2640000.0,381.4,372.0,379.294,1001335900.0,2024-09-17
700,腾讯控股,2670000.0,377.8,370.6,375.596,1002840300.0,2024-09-16
700,腾讯控股,2670000.0,376.6,373.2,374.656,1000331300.0,2024-09-13
700,腾讯控股,2680000.0,376.6,371.0,373.57,1001168100.0,2024-09-12
700,腾讯控股,2720000.0,370.6,365.2,367.864,1000590400.0,2024-09-11
700,腾讯控股,2720000.0,370.4,366.2,368.83,1003218100.0,2024-09-10
700,腾讯控股,2720000.0,371.2,365.4,368.811,1003165600.0,2024-09-09
700,腾讯控股,2680000.0,376.4,370.4,373.289,1000415300.0,2024-09-05
700,腾讯控股,2690000.0,376.4,371.2,373.023,1003431600.0,2024-09-04
700,腾讯控股,2650000.0,381.2,374.8,378.386,1002724000.0,2024-09-03
700,腾讯控股,2650000.0,383.2,376.6,378.6,1003289500.0,2024-09-02
700,腾讯控股,2620000.0,385.4,377.0,382.471,1002073500.0,2024-08-30
700,腾讯控股,2680000.0,378.0,369.2,374.379,1003334900.0,2024-08-29
700,腾讯控股,2660000.0,383.0,372.4,376.204,1000702400.0,2024-08-28
700,腾讯控股,2630000.0,382.4,377.6,380.449,1000579800.0,2024-08-27
700,腾讯控股,2630000.0,384.4,378.0,380.669,1001159200.0,2024-08-26
700,腾讯控股,2660000.0,378.4,373.6,376.579,1001700900.0,2024-08-23
700,腾讯控股,2670000.0,377.8,371.2,374.696,1000438300.0,2024-08-22
700,腾讯控股,2700000.0,373.6,365.4,371.273,1002437400.0,2024-08-21
700,腾讯控股,2700000.0,373.6,369.0,370.875,1001361400.0,2024-08-20
700,腾讯控股,2680000.0,377.6,371.4,373.534,1001071700.0,2024-08-19
700,腾讯控股,2690000.0,375.0,368.8,372.781,1002780400.0,2024-08-16
700,腾讯控股,2540000.0,397.0,389.4,394.544,1002141800.0,2024-07-12
700,腾讯控股,2610000.0,385.6,378.4,383.238,1000252500.0,2024-07-11
700,腾讯控股,2630000.0,385.6,377.0,380.525,1000781000.0,2024-07-10
700,腾讯控股,2640000.0,382.0,376.2,379.298,1001345700.0,2024-07-09
700,腾讯控股,2650000.0,383.2,375.8,378.756,1003703900.0,2024-07-08
700,腾讯控股,2630000.0,385.6,379.0,381.356,1002965500.0,2024-07-05
700,腾讯控股,2620000.0,386.8,378.8,382.329,1001700700.0,2024-07-04
700,腾讯控股,2670000.0,380.0,366.8,374.754,1000593400.0,2024-07-03
700,腾讯控股,2710000.0,376.2,365.2,369.14,1000369900.0,2024-07-02
700,腾讯控股,2680000.0,375.6,371.0,373.379,1000656500.0,2024-06-28
700,腾讯控股,2670000.0,380.0,372.4,376.143,1004301500.0,2024-06-27
700,腾讯控股,2640000.0,382.6,377.2,380.522,1004577000.0,2024-06-26
700,腾讯控股,2620000.0,385.0,379.0,382.444,1002002800.0,2024-06-25
700,腾讯控股,2660000.0,381.0,374.2,377.424,1003947600.0,2024-06-24
700,腾讯控股,2630000.0,385.0,378.4,381.636,1003701900.0,2024-06-21
700,腾讯控股,2580000.0,392.0,385.5,388.515,1002368200.0,2024-06-20
700,腾讯控股,2600000.0,391.0,378.4,385.659,1002712100.0,2024-06-19
700,腾讯控股,2640000.0,383.6,377.0,380.06,1003359200.0,2024-06-18
700,腾讯控股,2630000.0,385.6,374.8,381.444,1003197700.0,2024-06-17
700,腾讯控股,2630000.0,383.6,379.0,380.87,1001687800.0,2024-06-14
700,腾讯控股,2660000.0,380.0,373.6,377.136,1003181200.0,2024-06-13
700,腾讯控股,2700000.0,376.8,369.8,371.936,1004226900.0,2024-06-12
700,腾讯控股,2690000.0,377.6,367.4,373.019,1003420800.0,2024-06-11
700,腾讯控股,2670000.0,384.4,372.8,375.755,1003264500.0,2024-06-07
700,腾讯控股,2620000.0,390.8,379.2,383.231,1004065500.0,2024-06-06
700,腾讯控股,2620000.0,387.8,377.6,382.433,1001975500.0,2024-06-05
700,腾讯控股,2660000.0,379.2,374.0,377.278,1003558700.0,2024-06-04
700,腾讯控股,2680000.0,376.0,372.2,374.418,1003440800.0,2024-06-03
700,腾讯控股,2730000.0,378.8,359.8,367.393,1002983200.0,2024-05-31
700,腾讯控股,2720000.0,374.0,365.8,368.771,1003057100.0,2024-05-30
700,腾讯控股,2680000.0,379.8,369.8,374.139,1002692500.0,2024-05-29
700,腾讯控股,2630000.0,385.8,374.0,381.21,1002582600.0,2024-05-28
700,腾讯控股,2690000.0,377.4,363.2,373.36,1004339500.0,2024-05-27
700,腾讯控股,2660000.0,382.6,374.8,377.296,1003606300.0,2024-05-24
700,腾讯控股,2630000.0,383.8,376.4,381.446,1003203800.0,2024-05-23
700,腾讯控股,2610000.0,386.6,376.8,383.443,1000786200.0,2024-05-22
700,腾讯控股,2610000.0,393.4,379.8,384.336,1003117700.0,2024-05-21
700,腾讯控股,2540000.0,399.8,393.0,395.365,1004226300.0,2024-05-20
700,腾讯控股,1050000.0,395.0,394.4,394.989,414738900.0,2024-05-17
700,腾讯控股,3200000.0,317.4,309.4,312.557,1000180900.0,2024-04-12
700,腾讯控股,3180000.0,316.6,311.2,314.5,1000108900.0,2024-04-11
700,腾讯控股,3200000.0,315.2,307.0,312.841,1001091400.0,2024-04-10
700,腾讯控股,3280000.0,308.2,303.0,305.25,1001218500.0,2024-04-09
700,腾讯控股,3270000.0,310.4,304.6,306.644,1002725800.0,2024-04-08
700,腾讯控股,3250000.0,311.2,304.4,308.64,1003080300.0,2024-04-05
700,腾讯控股,3250000.0,311.0,306.6,308.141,1001458300.0,2024-04-03
700,腾讯控股,3230000.0,311.2,308.2,309.716,1000383700.0,2024-04-02
700,腾讯控股,3280000.0,308.6,301.8,305.774,1002938200.0,2024-03-28
700,腾讯控股,3290000.0,305.8,296.6,304.691,1002433400.0,2024-03-27
700,腾讯控股,3400000.0,300.6,288.2,294.885,1002608700.0,2024-03-26
700,腾讯控股,3470000.0,290.2,285.6,288.531,1001202300.0,2024-03-25
700,腾讯控股,3490000.0,290.2,282.8,286.79,1000895500.0,2024-03-22
700,腾讯控股,3640000.0,278.8,271.2,275.414,1002506200.0,2024-01-18
700,腾讯控股,3650000.0,277.6,272.4,274.606,1002311200.0,2024-01-17
700,腾讯控股,2830000.0,288.4,280.0,283.139,801283700.0,2024-01-16
700,腾讯控股,1730000.0,293.8,287.8,290.002,501704300.0,2024-01-15
700,腾讯控股,1730000.0,292.2,285.6,289.147,500224700.0,2024-01-12
700,腾讯控股,1740000.0,292.0,280.6,287.577,500383600.0,2024-01-11
700,腾讯控股,1790000.0,284.6,277.0,280.498,502091600.00000006,2024-01-10
700,腾讯控股,1760000.0,288.6,283.4,285.772,502959100.00000006,2024-01-09
700,腾讯控股,1740000.0,294.4,285.6,287.591,500409200.0,2024-01-08
700,腾讯控股,3420000.0,296.4,289.8,292.907,1001740900.0,2024-01-05
700,腾讯控股,3340000.0,304.4,298.2,299.707,1001021400.0,2024-01-04
700,腾讯控股,3360000.0,301.4,292.4,298.307,1002311500.0,2024-01-03
700,腾讯控股,3380000.0,303.6,294.4,297.532,1005657100.0,2024-01-02
700,腾讯控股,3420000.0,295.8,289.8,293.132,1002510800.0,2023-12-29
700,腾讯控股,3450000.0,295.4,285.0,290.546,1002382700.0,2023-12-28
700,腾讯控股,3510000.0,291.0,282.2,285.899,1003503700.0,2023-12-27
700,腾讯控股,3590000.0,317.0,263.8,279.108,1001999200.0,2023-12-22
700,腾讯控股,1290000.0,313.4,309.2,311.593,401954700.0,2023-12-21
700,腾讯控股,1280000.0,318.2,312.2,315.122,403356500.0,2023-12-20
700,腾讯控股,1290000.0,314.4,306.6,310.965,401145400.0,2023-12-19
700,腾讯控股,1290000.0,312.4,309.6,310.885,401041500.0,2023-12-18
700,腾讯控股,1280000.0,319.2,309.2,314.425,402464400.0,2023-12-15
700,腾讯控股,1310000.0,314.0,304.6,307.515,402844900.0,2023-12-14
700,腾讯控股,1300000.0,310.6,304.8,307.874,400236200.0,2023-12-13
700,腾讯控股,1300000.0,311.6,306.4,309.504,402355500.0,2023-12-12
700,腾讯控股,1330000.0,307.6,298.6,303.167,403212600.0,2023-12-11
700,腾讯控股,1320000.0,309.0,301.2,305.229,402902100.0,2023-12-08
700,腾讯控股,1310000.0,311.0,304.2,306.952,402107400.0,2023-12-07
700,腾讯控股,1300000.0,314.8,302.8,310.248,403322100.0,2023-12-06
700,腾讯控股,1290000.0,321.0,305.2,310.653,400742600.0,2023-12-05
700,腾讯控股,1260000.0,323.6,315.4,319.3,402318600.0,2023-12-04
700,腾讯控股,1250000.0,325.6,319.0,322.438,403048000.0,2023-12-01
700,腾讯控股,1240000.0,327.0,317.4,322.776,400242500.0,2023-11-30
700,腾讯控股,1260000.0,323.0,313.8,317.475,400018600.0,2023-11-29
700,腾讯控股,1260000.0,324.4,317.2,319.818,402970400.0,2023-11-28
700,腾讯控股,1250000.0,325.0,318.4,321.587,401983200.0,2023-11-27
700,腾讯控股,1240000.0,329.6,320.2,323.978,401732100.0,2023-11-24
700,腾讯控股,1230000.0,329.4,323.6,327.232,402495000.0,2023-11-23
700,腾讯控股,1230000.0,329.8,322.2,325.622,400514900.0,2023-11-22
700,腾讯控股,1220000.0,332.4,323.8,328.093,400273900.0,2023-11-21
700,腾讯控股,1240000.0,328.4,316.2,323.74,401437200.0,2023-11-20
700,腾讯控股,1300000.0,312.8,305.4,308.774,401406600.00000006,2023-10-13
700,腾讯控股,1270000.0,317.0,314.8,316.149,401509200.0,2023-10-12
700,腾讯控股,1290000.0,314.4,310.6,312.183,402715900.0,2023-10-11
700,腾讯控股,1300000.0,314.4,306.0,309.47,402310900.0,2023-10-10
700,腾讯控股,1310000.0,308.6,302.8,306.756,401850400.0,2023-10-09
700,腾讯控股,1310000.0,307.2,302.2,305.563,400287700.0,2023-10-06
700,腾讯控股,1330000.0,303.2,298.6,300.785,400044400.0,2023-10-05
700,腾讯控股,1350000.0,299.8,295.4,297.362,401438300.0,2023-10-04
700,腾讯控股,1340000.0,302.0,296.8,299.485,401310300.0,2023-10-03
700,腾讯控股,1320000.0,308.2,297.2,304.816,402357400.0,2023-09-29
700,腾讯控股,1340000.0,302.0,296.6,298.653,400195300.0,2023-09-28
700,腾讯控股,1330000.0,304.0,298.0,301.412,400878200.0,2023-09-27
700,腾讯控股,1330000.0,303.4,298.6,301.216,400617000.0,2023-09-26
700,腾讯控股,1310000.0,311.4,303.4,305.978,400830700.0,2023-09-25
700,腾讯控股,1310000.0,313.6,300.2,307.374,402659900.0,2023-09-22
700,腾讯控股,1320000.0,307.2,302.2,303.443,400544200.0,2023-09-21
700,腾讯控股,1300000.0,312.6,308.2,309.822,402768700.0,2023-09-20
700,腾讯控股,1290000.0,314.6,309.0,311.762,402172500.0,2023-09-19
700,腾讯控股,1270000.0,318.8,312.2,315.2,400304100.00000006,2023-09-18
700,腾讯控股,1260000.0,321.6,317.2,318.853,401754700.0,2023-09-15
700,腾讯控股,1250000.0,322.6,318.6,320.073,400091600.00000006,2023-09-14
700,腾讯控股,1250000.0,326.0,319.2,320.921,401151800.0,2023-09-13
700,腾讯控股,1240000.0,328.0,319.8,322.64,400073600.0,2023-09-12
700,腾讯控股,1250000.0,325.2,315.4,321.836,402294700.0,2023-09-11
700,腾讯控股,1250000.0,326.8,320.4,322.567,403208100.0,2023-09-07
700,腾讯控股,1230000.0,329.0,323.4,326.356,401417900.0,2023-09-06
700,腾讯控股,1220000.0,334.8,327.8,329.764,402312200.0,2023-09-05
700,腾讯控股,1210000.0,334.4,328.6,332.786,402670600.0,2023-09-04
700,腾讯控股,1230000.0,331.4,322.2,326.977,402182200.0,2023-08-31
700,腾讯控股,1220000.0,333.8,325.2,328.74,401062400.0,2023-08-30
700,腾讯控股,1220000.0,331.8,325.4,329.332,401784900.0,2023-08-29
700,腾讯控股,1230000.0,333.0,324.8,327.28,402554400.0,2023-08-28
700,腾讯控股,1250000.0,323.6,320.0,321.448,401810100.0,2023-08-25
700,腾讯控股,1240000.0,327.8,321.0,324.399,402255100.0,2023-08-24
700,腾讯控股,1260000.0,321.2,317.4,318.914,401832000.0,2023-08-23
700,腾讯控股,1260000.0,323.8,314.8,319.052,402005600.0,2023-08-22
700,腾讯控股,1250000.0,325.6,318.0,321.126,401407400.0,2023-08-21
700,腾讯控股,1220000.0,332.6,325.0,328.324,400555800.0,2023-08-18
700,腾讯控股,1140000.0,352.4,349.0,351.631,400858900.0,2023-07-14
700,腾讯控股,79200.0,347.6,347.2,347.517,27523300.0,2023-07-13
700,腾讯控股,1180000.0,340.8,336.0,339.177,400229200.0,2023-07-12
700,腾讯控股,1210000.0,335.4,330.2,332.996,402925600.0,2023-07-11
700,腾讯控股,1220000.0,335.2,327.4,330.378,403061400.0,2023-07-10
700,腾讯控股,1240000.0,330.6,320.2,324.637,402550300.0,2023-07-07
700,腾讯控股,1220000.0,336.8,325.4,329.819,402379100.00000006,2023-07-06
700,腾讯控股,1190000.0,340.8,333.4,336.337,400240600.0,2023-07-05
700,腾讯控股,1190000.0,341.0,336.4,338.809,403182700.0,2023-07-04
700,腾讯控股,1190000.0,339.8,331.8,336.828,400825800.0,2023-07-03
700,腾讯控股,1210000.0,333.6,329.6,331.387,400978000.0,2023-06-30
